ST_CD,MAJCAT,MERCHCAT,BODY,MC_BODY_CONT_1,MC_BODY_CONT_2,MC_BODY_CONT_3,MC_BODY_CONT_4,MC_BODY_CONT_5,MC_BODY_CONT_6,MC_BODY_CONT_7,MC_BODY_CONT_8,MC_BODY_CONT_9,MC_BODY_CONT_10,MC_BODY_CONT_11,MC_BODY_CONT_12
HB10,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_COL_JEANS,PLN_BODY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB10,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB10,M_JEANS,M_COL_JEANS,R_FIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB10,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,5_PKT,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HB10,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB10,M_JEANS,M_JGR_JEANS,C_PKT,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HB10,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB10,M_JEANS,M_JGR_JEANS,CRG_PKT,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%
HB10,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB10,M_JEANS,M_JGR_JEANS,PLN_BODY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB10,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,5_PKT,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%,79%
HB11,M_JEANS,M_BLK_JEANS,A_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB11,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLK_JEANS,PLN_BODY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB11,M_JEANS,M_BLK_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB11,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HB11,M_JEANS,M_BLU_JEANS,5_PKT,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%
HB11,M_JEANS,M_BLU_JEANS,A_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB11,M_JEANS,M_BLU_JEANS,KNIT,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HB11,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_BLU_JEANS,PLN_BODY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HB11,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB11,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB11,M_JEANS,M_COL_JEANS,5_PKT,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%
HB11,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,A_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB11,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,KNIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB11,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_COL_JEANS,PLN_BODY,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HB11,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB11,M_JEANS,M_COL_JEANS,R_FIT,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB11,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_JGR_JEANS,5_PKT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB11,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB11,M_JEANS,M_JGR_JEANS,C_PKT,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HB11,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB11,M_JEANS,M_JGR_JEANS,CRG_PKT,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
HB11,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB11,M_JEANS,M_JGR_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB13,M_JEANS,M_BLK_JEANS,5_PKT,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%
HB13,M_JEANS,M_BLK_JEANS,A_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB13,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLK_JEANS,PLN_BODY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB13,M_JEANS,M_BLK_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB13,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HB13,M_JEANS,M_BLU_JEANS,5_PKT,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
HB13,M_JEANS,M_BLU_JEANS,A_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB13,M_JEANS,M_BLU_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB13,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_BLU_JEANS,PLN_BODY,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HB13,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB13,M_JEANS,M_BLU_JEANS,RN,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB13,M_JEANS,M_COL_JEANS,5_PKT,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%
HB13,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,A_FIT,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HB13,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB13,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_COL_JEANS,PLN_BODY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HB13,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB13,M_JEANS,M_COL_JEANS,R_FIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB13,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_JGR_JEANS,5_PKT,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HB13,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB13,M_JEANS,M_JGR_JEANS,C_PKT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB13,M_JEANS,M_JGR_JEANS,CARGO,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
HB13,M_JEANS,M_JGR_JEANS,CRG_PKT,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB13,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB13,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,5_PKT,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%
HB15,M_JEANS,M_BLK_JEANS,A_FIT,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB15,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLK_JEANS,PLN_BODY,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HB15,M_JEANS,M_BLK_JEANS,R_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB15,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HB15,M_JEANS,M_BLU_JEANS,5_PKT,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HB15,M_JEANS,M_BLU_JEANS,A_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB15,M_JEANS,M_BLU_JEANS,KNIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB15,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_BLU_JEANS,PLN_BODY,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HB15,M_JEANS,M_BLU_JEANS,R_FIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB15,M_JEANS,M_BLU_JEANS,RN,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB15,M_JEANS,M_COL_JEANS,5_PKT,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HB15,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,A_FIT,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%
HB15,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,KNIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB15,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_COL_JEANS,PLN_BODY,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HB15,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB15,M_JEANS,M_COL_JEANS,R_FIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB15,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_JGR_JEANS,5_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB15,M_JEANS,M_JGR_JEANS,C&S,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HB15,M_JEANS,M_JGR_JEANS,C_PKT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB15,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB15,M_JEANS,M_JGR_JEANS,CRG_PKT,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB15,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB15,M_JEANS,M_JGR_JEANS,PLN_BODY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB15,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLK_JEANS,5_PKT,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%
HB16,M_JEANS,M_BLK_JEANS,A_FIT,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB16,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLK_JEANS,PLN_BODY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB16,M_JEANS,M_BLK_JEANS,R_FIT,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB16,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HB16,M_JEANS,M_BLU_JEANS,5_PKT,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%,78%
HB16,M_JEANS,M_BLU_JEANS,A_FIT,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB16,M_JEANS,M_BLU_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB16,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLU_JEANS,PLN_BODY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HB16,M_JEANS,M_BLU_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB16,M_JEANS,M_COL_JEANS,5_PKT,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HB16,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_COL_JEANS,A_FIT,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%,21%
HB16,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_COL_JEANS,KNIT,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HB16,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_COL_JEANS,PLN_BODY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB16,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB16,M_JEANS,M_COL_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB16,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_JGR_JEANS,5_PKT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB16,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB16,M_JEANS,M_JGR_JEANS,C_PKT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB16,M_JEANS,M_JGR_JEANS,CARGO,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HB16,M_JEANS,M_JGR_JEANS,CRG_PKT,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%,43%
HB16,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB16,M_JEANS,M_JGR_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB17,M_JEANS,M_BLK_JEANS,5_PKT,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%
HB17,M_JEANS,M_BLK_JEANS,A_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB17,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLK_JEANS,PLN_BODY,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB17,M_JEANS,M_BLK_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB17,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HB17,M_JEANS,M_BLU_JEANS,5_PKT,71%,71%,71%,71%,71%,71%,71%,71%,71%,71%,71%,71%
HB17,M_JEANS,M_BLU_JEANS,A_FIT,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB17,M_JEANS,M_BLU_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB17,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_BLU_JEANS,PLN_BODY,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HB17,M_JEANS,M_BLU_JEANS,R_FIT,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HB17,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB17,M_JEANS,M_COL_JEANS,5_PKT,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%
HB17,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_COL_JEANS,A_FIT,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
HB17,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_COL_JEANS,KNIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB17,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_COL_JEANS,PLN_BODY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB17,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB17,M_JEANS,M_COL_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB17,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_JGR_JEANS,5_PKT,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB17,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB17,M_JEANS,M_JGR_JEANS,C_PKT,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB17,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB17,M_JEANS,M_JGR_JEANS,CRG_PKT,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB17,M_JEANS,M_JGR_JEANS,CRS_PKT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB17,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB17,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLK_JEANS,5_PKT,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%
HB19,M_JEANS,M_BLK_JEANS,A_FIT,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HB19,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLK_JEANS,PLN_BODY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB19,M_JEANS,M_BLK_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB19,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HB19,M_JEANS,M_BLU_JEANS,5_PKT,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%,69%
HB19,M_JEANS,M_BLU_JEANS,A_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB19,M_JEANS,M_BLU_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB19,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_BLU_JEANS,PLN_BODY,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HB19,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB19,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB19,M_JEANS,M_COL_JEANS,5_PKT,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
HB19,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_COL_JEANS,A_FIT,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HB19,M_JEANS,M_COL_JEANS,C_PKT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB19,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_COL_JEANS,KNIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB19,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_COL_JEANS,PLN_BODY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB19,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB19,M_JEANS,M_COL_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB19,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_JGR_JEANS,5_PKT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB19,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB19,M_JEANS,M_JGR_JEANS,C_PKT,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB19,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB19,M_JEANS,M_JGR_JEANS,CRG_PKT,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
HB19,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB19,M_JEANS,M_JGR_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB20,M_JEANS,M_BLK_JEANS,5_PKT,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%
HB20,M_JEANS,M_BLK_JEANS,A_FIT,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HB20,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB20,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB20,M_JEANS,M_BLK_JEANS,PLN_BODY,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB20,M_JEANS,M_BLK_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB20,M_JEANS,M_BLK_JEANS,RN,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%
